_id,REPORT_YEAR,DIVISION,CATEGORY,CRIME_TYPE,COUNT_,COUNT_CLEARED,Period
1446,2021,D12,Crimes Against Property,Theft,1,0,COVID Period
1447,2019,D22,Crimes Against Property,Theft,3,0,2014-2019
1448,2022,D11,Crimes Against Property,Theft,5,0,COVID Period
1449,2020,D33,Crimes Against Property,Other,2,0,COVID Period
1450,2018,D22,Crimes Against Property,Theft,21,0,2014-2019
1451,2020,D11,Crimes Against Property,Break & Enter,1,0,COVID Period
1452,2020,D11,Crimes Against Property,Fraud,23,0,COVID Period
1453,2018,D52,Crimes Against Property,Theft,13,0,2014-2019
1454,2022,D53,Crimes Against Property,Break & Enter,1,0,COVID Period
1455,2020,D52,Crimes Against the Person,Other,1,0,COVID Period
1456,2016,D52,Crimes Against Property,Break & Enter,3,0,2014-2019
1457,2015,D53,Crimes Against Property,Other,1,0,2014-2019
1458,2023,D52,Crimes Against Property,Fraud,1,0,After COVID
1459,2019,D33,Crimes Against Property,Theft,1,0,2014-2019
1460,2015,D43,Crimes Against Property,Theft,2,0,2014-2019
1461,2021,D43,Crimes Against Property,Break & Enter,5,0,COVID Period
1462,2023,D43,Crimes Against the Person,Other,1,0,After COVID
1463,2023,D53,Crimes Against Property,Break & Enter,2,0,After COVID
1464,2017,D43,Crimes Against the Person,Sexual Violation,1,0,2014-2019
1465,2018,D53,Crimes Against Property,Theft,5,0,2014-2019
1466,2016,D12,Crimes Against Property,Break & Enter,3,0,2014-2019
1467,2023,D11,Crimes Against Property,Other,1,0,After COVID
1468,2016,D33,Crimes Against Property,Break & Enter,1,0,2014-2019
1469,2015,D11,Crimes Against Property,Theft,1,0,2014-2019
1470,2016,D41,Crimes Against Property,Theft,6,0,2014-2019
1471,2020,D33,Crimes Against Property,Break & Enter,1,0,COVID Period
1472,2019,D13,Crimes Against Property,Break & Enter,2,0,2014-2019
1473,2016,D53,Crimes Against the Person,Robbery,1,0,2014-2019
1474,2019,D32,Crimes Against Property,Break & Enter,1,0,2014-2019
1476,2018,D42,Crimes Against Property,Break & Enter,2,0,2014-2019
1477,2021,D43,Crimes Against Property,Break & Enter,3,0,COVID Period
1478,2015,D33,Crimes Against Property,Fraud,3,0,2014-2019
1479,2023,D22,Crimes Against Property,Break & Enter,6,0,After COVID
1480,2015,D43,Crimes Against Property,Theft,1,0,2014-2019
1481,2014,D12,Crimes Against Property,Break & Enter,1,0,2014-2019
1482,2020,D13,Crimes Against the Person,Sexual Violation,1,0,COVID Period
1483,2021,D33,Crimes Against Property,Theft,14,0,COVID Period
1484,2015,D32,Crimes Against Property,Break & Enter,1,0,2014-2019
1485,2017,D14,Crimes Against Property,Break & Enter,1,0,2014-2019
1486,2017,D53,Crimes Against Property,Theft,1,0,2014-2019
1487,2020,D11,Crimes Against Property,Break & Enter,1,0,COVID Period
1488,2023,D13,Crimes Against Property,Break & Enter,1,0,After COVID
1489,2019,D23,Crimes Against the Person,Other,1,0,2014-2019
1490,2020,D43,Crimes Against Property,Break & Enter,2,0,COVID Period
1491,2021,D32,Crimes Against Property,Theft,9,0,COVID Period
1492,2022,D13,Crimes Against Property,Theft,3,0,COVID Period
1493,2019,D22,Crimes Against Property,Break & Enter,6,0,2014-2019
1494,2014,D13,Crimes Against the Person,Robbery,2,0,2014-2019
1495,2016,D14,Crimes Against Property,Break & Enter,4,0,2014-2019
1496,2015,D12,Crimes Against Property,Theft,1,0,2014-2019
1497,2019,D11,Crimes Against Property,Theft,10,0,2014-2019
1498,2015,D52,Crimes Against Property,Theft,6,0,2014-2019
1499,2015,D55,Crimes Against Property,Theft,7,0,2014-2019
1500,2014,D32,Crimes Against Property,Break & Enter,19,0,2014-2019
1501,2017,D23,Crimes Against the Person,Attempt Murder,1,0,2014-2019
1502,2020,D42,Crimes Against Property,Break & Enter,1,0,COVID Period
1503,2017,D52,Crimes Against Property,Other,1,0,2014-2019
1504,2020,D41,Crimes Against Property,Break & Enter,1,0,COVID Period
1505,2023,D53,Crimes Against Property,Theft,1,0,After COVID
1506,2018,D42,Crimes Against Property,Break & Enter,1,0,2014-2019
1507,2023,D53,Crimes Against Property,Other,21,0,After COVID
1508,2016,D55,Crimes Against Property,Break & Enter,1,0,2014-2019
1509,2017,D32,Crimes Against Property,Theft,5,0,2014-2019
1510,2021,D22,Crimes Against Property,Theft,4,0,COVID Period
1511,2014,D55,Crimes Against Property,Theft,2,0,2014-2019
1512,2018,D23,Crimes Against Property,Theft,3,0,2014-2019
1513,2017,D53,Crimes Against Property,Theft,3,0,2014-2019
1515,2023,D43,Crimes Against Property,Break & Enter,1,0,After COVID
1516,2015,D55,Crimes Against Property,Break & Enter,9,0,2014-2019
1517,2016,D32,Crimes Against the Person,Sexual Violation,1,0,2014-2019
1518,2016,D55,Crimes Against Property,Break & Enter,2,0,2014-2019
1519,2018,D51,Crimes Against the Person,Sexual Violation,1,0,2014-2019
1520,2020,D55,Crimes Against the Person,Attempt Murder,2,0,COVID Period
1521,2022,D23,Crimes Against the Person,Assault,1,0,COVID Period
1522,2016,D13,Crimes Against Property,Fraud,1,0,2014-2019
1523,2015,D53,Crimes Against Property,Theft,10,0,2014-2019
1524,2018,D53,Crimes Against Property,Theft,5,0,2014-2019
1526,2022,D33,Crimes Against Property,Break & Enter,5,0,COVID Period
1527,2023,D42,Crimes Against Property,Theft,4,0,After COVID
1528,2018,D31,Crimes Against the Person,Other,1,0,2014-2019
1529,2020,D43,Crimes Against Property,Theft,1,0,COVID Period
1530,2022,D33,Crimes Against Property,Theft,1,0,COVID Period
1531,2020,D32,Crimes Against the Person,Robbery,6,0,COVID Period
1533,2020,D33,Crimes Against Property,Break & Enter,5,0,COVID Period
1534,2014,D42,Crimes Against Property,Theft,7,0,2014-2019
1535,2014,D32,Crimes Against Property,Theft,21,0,2014-2019
1536,2017,D12,Crimes Against the Person,Robbery,3,0,2014-2019
1537,2022,D42,Crimes Against Property,Theft,50,0,COVID Period
1538,2021,D33,Crimes Against Property,Theft,1,0,COVID Period
1539,2021,D31,Crimes Against Property,Theft,2,0,COVID Period
1540,2023,D22,Crimes Against Property,Break & Enter,12,0,After COVID
1541,2020,D52,Crimes Against Property,Theft,1,0,COVID Period
1542,2014,D22,Crimes Against Property,Break & Enter,5,0,2014-2019
1543,2018,D14,Crimes Against Property,Break & Enter,5,0,2014-2019
1544,2018,D33,Crimes Against Property,Break & Enter,1,0,2014-2019
1545,2022,D13,Crimes Against Property,Break & Enter,1,0,COVID Period
1546,2023,D23,Crimes Against Property,Theft,23,0,After COVID
1547,2019,D14,Crimes Against the Person,Robbery,1,0,2014-2019
1548,2015,D11,Crimes Against Property,Break & Enter,1,0,2014-2019
1550,2017,D52,Crimes Against Property,Theft,2,0,2014-2019
1551,2016,D11,Crimes Against Property,Break & Enter,2,0,2014-2019
1552,2021,D11,Crimes Against Property,Theft,11,0,COVID Period
1553,2018,D53,Crimes Against Property,Break & Enter,1,0,2014-2019
1554,2017,D13,Crimes Against Property,Break & Enter,4,0,2014-2019
1555,2021,D53,Crimes Against Property,Theft,2,0,COVID Period
1556,2016,D23,Crimes Against Property,Theft,1,0,2014-2019
1557,2022,D55,Crimes Against Property,Theft,3,0,COVID Period
1558,2018,D43,Crimes Against Property,Theft,4,0,2014-2019
1559,2022,D33,Crimes Against Property,Break & Enter,4,0,COVID Period
1561,2019,D23,Crimes Against Property,Break & Enter,9,0,2014-2019
1562,2015,D53,Crimes Against Property,Theft,2,0,2014-2019
1563,2015,D13,Crimes Against Property,Break & Enter,1,0,2014-2019
1564,2022,D43,Crimes Against Property,Theft,68,0,COVID Period
1565,2016,D32,Crimes Against the Person,Assault,1,0,2014-2019
1566,2021,D43,Crimes Against Property,Theft,1,0,COVID Period
1567,2019,D43,Crimes Against Property,Break & Enter,2,0,2014-2019
1568,2017,D22,Crimes Against Property,Break & Enter,2,0,2014-2019
1569,2021,D52,Crimes Against Property,Break & Enter,1,0,COVID Period
1570,2014,D32,Crimes Against Property,Break & Enter,4,0,2014-2019
1571,2022,D53,Crimes Against Property,Theft,1,0,COVID Period
1572,2014,D41,Crimes Against Property,Break & Enter,2,0,2014-2019
1573,2016,D53,Crimes Against Property,Theft,2,0,2014-2019
1574,2020,D41,Crimes Against Property,Break & Enter,1,0,COVID Period
1575,2021,D53,Crimes Against Property,Theft,27,0,COVID Period
1576,2021,D22,Crimes Against Property,Theft,2,0,COVID Period
1577,2014,D32,Crimes Against Property,Theft,52,0,2014-2019
1578,2023,D22,Crimes Against Property,Break & Enter,35,0,After COVID
1579,2014,D22,Crimes Against Property,Break & Enter,1,0,2014-2019
1580,2015,D11,Crimes Against Property,Break & Enter,2,0,2014-2019
1581,2019,D14,Crimes Against Property,Break & Enter,12,0,2014-2019
1582,2023,D53,Crimes Against Property,Break & Enter,1,0,After COVID
1583,2018,D55,Crimes Against Property,Break & Enter,2,0,2014-2019
1584,2022,D53,Crimes Against the Person,Robbery,1,0,COVID Period
1585,2020,D14,Crimes Against Property,Other,1,0,COVID Period
1586,2018,D32,Crimes Against Property,Break & Enter,2,0,2014-2019
1587,2023,D52,Crimes Against Property,Theft,1,0,After COVID
1588,2014,D32,Crimes Against Property,Theft,17,0,2014-2019
1589,2015,D43,Crimes Against Property,Theft,2,0,2014-2019
1590,2015,D14,Crimes Against Property,Break & Enter,2,0,2014-2019
1591,2016,D52,Crimes Against Property,Other,1,0,2014-2019
1592,2015,D41,Crimes Against Property,Break & Enter,1,0,2014-2019
1593,2022,D32,Crimes Against Property,Theft,3,0,COVID Period
1596,2015,D43,Crimes Against Property,Theft,2,0,2014-2019
1597,2016,D32,Crimes Against the Person,Other,3,0,2014-2019
1598,2022,D14,Crimes Against Property,Other,1,0,COVID Period
1599,2021,D33,Crimes Against Property,Break & Enter,2,0,COVID Period
1601,2022,D23,Crimes Against Property,Other,4,0,COVID Period
1602,2016,D12,Crimes Against Property,Theft,1,0,2014-2019
1603,2016,D41,Crimes Against Property,Break & Enter,2,0,2014-2019
1604,2022,D53,Crimes Against Property,Theft,2,0,COVID Period
1605,2017,D33,Crimes Against Property,Break & Enter,7,0,2014-2019
1606,2018,D11,Crimes Against Property,Break & Enter,5,0,2014-2019
1607,2021,D12,Crimes Against Property,Break & Enter,3,0,COVID Period
1609,2019,D11,Crimes Against Property,Break & Enter,1,0,2014-2019
1610,2015,D14,Crimes Against Property,Break & Enter,4,0,2014-2019
1611,2022,D32,Crimes Against Property,Theft,3,0,COVID Period
1612,2015,D23,Crimes Against Property,Break & Enter,3,0,2014-2019
1614,2016,D13,Crimes Against Property,Other,1,0,2014-2019
1615,2022,D42,Crimes Against Property,Break & Enter,4,0,COVID Period
1616,2015,D55,Crimes Against the Person,Sexual Violation,1,0,2014-2019
1617,2019,D55,Crimes Against Property,Break & Enter,3,0,2014-2019
1618,2017,D13,Crimes Against Property,Break & Enter,25,0,2014-2019
1619,2017,D52,Crimes Against Property,Break & Enter,1,0,2014-2019
1620,2017,D11,Crimes Against Property,Theft,2,0,2014-2019
1621,2015,D32,Crimes Against the Person,Attempt Murder,2,0,2014-2019
1622,2018,D12,Crimes Against the Person,Attempt Murder,1,0,2014-2019
1623,2016,D32,Crimes Against Property,Theft,4,0,2014-2019
1624,2020,D55,Crimes Against Property,Break & Enter,6,0,COVID Period
1625,2014,D22,Crimes Against Property,Break & Enter,2,0,2014-2019
1626,2017,D53,Crimes Against Property,Break & Enter,1,0,2014-2019
1627,2022,D33,Crimes Against Property,Theft,7,0,COVID Period
1628,2021,D42,Crimes Against Property,Theft,2,0,COVID Period
1629,2020,D12,Crimes Against Property,Fraud,16,0,COVID Period
1630,2020,D32,Crimes Against Property,Theft,23,0,COVID Period
1631,2019,D12,Crimes Against Property,Break & Enter,4,0,2014-2019
1632,2014,D42,Crimes Against Property,Break & Enter,3,0,2014-2019
1633,2021,D33,Crimes Against Property,Theft,1,0,COVID Period
1634,2015,D22,Crimes Against Property,Other,1,0,2014-2019
1636,2019,D42,Crimes Against Property,Break & Enter,2,0,2014-2019
1639,2015,D55,Crimes Against Property,Break & Enter,2,0,2014-2019
1640,2023,D31,Crimes Against Property,Theft,2,0,After COVID
1641,2021,D53,Crimes Against Property,Theft,3,0,COVID Period
1642,2019,D41,Crimes Against Property,Break & Enter,2,0,2014-2019
1643,2021,D55,Crimes Against Property,Theft,11,0,COVID Period
1644,2018,D55,Crimes Against Property,Break & Enter,2,0,2014-2019
1645,2021,D55,Crimes Against Property,Theft,1,0,COVID Period
1646,2021,D42,Crimes Against Property,Break & Enter,5,0,COVID Period
1647,2022,D33,Crimes Against Property,Break & Enter,6,0,COVID Period
1648,2015,D33,Crimes Against the Person,Other,1,0,2014-2019
1649,2014,D42,Crimes Against Property,Break & Enter,1,0,2014-2019
1650,2018,D42,Crimes Against Property,Break & Enter,1,0,2014-2019
1651,2016,D43,Crimes Against Property,Break & Enter,1,0,2014-2019
1652,2020,D52,Crimes Against Property,Theft,10,0,COVID Period
1653,2023,D11,Crimes Against the Person,Assault,1,0,After COVID
1654,2017,D13,Crimes Against Property,Break & Enter,1,0,2014-2019
1655,2014,D53,Crimes Against Property,Fraud,5,0,2014-2019
1656,2019,D55,Crimes Against Property,Break & Enter,1,0,2014-2019
1657,2022,D12,Crimes Against Property,Theft,3,0,COVID Period
1658,2020,D43,Crimes Against the Person,Robbery,3,0,COVID Period
1660,2021,D33,Crimes Against Property,Break & Enter,5,0,COVID Period
1661,2014,D53,Crimes Against Property,Break & Enter,2,0,2014-2019
1662,2019,D22,Crimes Against Property,Break & Enter,1,0,2014-2019
1663,2023,D55,Crimes Against Property,Theft,3,0,After COVID
1664,2021,D13,Crimes Against the Person,Robbery,1,0,COVID Period
1665,2017,D33,Crimes Against Property,Break & Enter,2,0,2014-2019
1666,2015,D55,Crimes Against Property,Fraud,3,0,2014-2019
1668,2018,D32,Crimes Against Property,Break & Enter,1,0,2014-2019
1669,2020,D14,Crimes Against Property,Break & Enter,7,0,COVID Period
1670,2023,D33,Crimes Against Property,Break & Enter,14,0,After COVID
1671,2016,D32,Crimes Against Property,Break & Enter,1,0,2014-2019
1672,2022,D51,Crimes Against Property,Break & Enter,6,0,COVID Period
1673,2020,D53,Crimes Against Property,Break & Enter,6,0,COVID Period
1674,2022,D13,Crimes Against Property,Break & Enter,2,0,COVID Period
1675,2022,D33,Crimes Against Property,Break & Enter,1,0,COVID Period
1676,2022,D32,Crimes Against Property,Break & Enter,2,0,COVID Period
1677,2017,D33,Crimes Against Property,Theft,1,0,2014-2019
1680,2017,D53,Crimes Against Property,Break & Enter,1,0,2014-2019
1681,2015,D11,Crimes Against Property,Theft,5,0,2014-2019
1682,2014,D55,Crimes Against Property,Break & Enter,1,0,2014-2019
1683,2017,D42,Crimes Against Property,Break & Enter,5,0,2014-2019
1684,2015,D43,Crimes Against Property,Theft,2,0,2014-2019
1685,2020,D23,Crimes Against the Person,Attempt Murder,1,0,COVID Period
1689,2020,D55,Crimes Against Property,Theft,1,0,COVID Period
1690,2022,D52,Crimes Against Property,Other,11,0,COVID Period
1691,2019,D32,Crimes Against the Person,Robbery,5,0,2014-2019
1692,2022,D23,Crimes Against Property,Theft,1,0,COVID Period
1693,2017,D31,Crimes Against the Person,Attempt Murder,1,0,2014-2019
1694,2021,D53,Crimes Against Property,Break & Enter,2,0,COVID Period
1695,2014,D14,Crimes Against the Person,Assault,1,0,2014-2019
1696,2015,D22,Crimes Against Property,Fraud,1,0,2014-2019
1697,2021,D32,Crimes Against Property,Theft,2,0,COVID Period
1698,2018,D41,Crimes Against Property,Theft,7,0,2014-2019
1699,2017,D23,Crimes Against Property,Break & Enter,9,0,2014-2019
1700,2019,D41,Crimes Against Property,Break & Enter,3,0,2014-2019
1701,2018,D32,Crimes Against Property,Theft,15,0,2014-2019
1703,2018,D53,Crimes Against Property,Break & Enter,1,0,2014-2019
1704,2019,D13,Crimes Against Property,Theft,15,0,2014-2019
1705,2022,D53,Crimes Against Property,Break & Enter,1,0,COVID Period
1706,2016,D42,Crimes Against the Person,Assault,1,0,2014-2019
1707,2019,D11,Crimes Against Property,Theft,13,0,2014-2019
1708,2018,D31,Crimes Against Property,Theft,2,0,2014-2019
1709,2017,D14,Crimes Against Property,Theft,3,0,2014-2019
1711,2015,D53,Crimes Against Property,Theft,1,0,2014-2019
1712,2023,D12,Crimes Against Property,Theft,1,0,After COVID
1713,2020,D33,Crimes Against Property,Break & Enter,3,0,COVID Period
1714,2023,D55,Crimes Against Property,Theft,27,0,After COVID
1715,2018,D11,Crimes Against Property,Break & Enter,3,0,2014-2019
1716,2017,D22,Crimes Against Property,Theft,3,0,2014-2019
1717,2017,D23,Crimes Against Property,Break & Enter,1,0,2014-2019
1718,2017,D53,Crimes Against Property,Theft,2,0,2014-2019
1719,2019,D33,Crimes Against Property,Break & Enter,5,0,2014-2019
1720,2015,D12,Crimes Against the Person,Assault,1,0,2014-2019
1721,2021,D53,Crimes Against Property,Break & Enter,1,0,COVID Period
1722,2017,D32,Crimes Against Property,Break & Enter,3,0,2014-2019
1723,2020,D14,Crimes Against Property,Break & Enter,2,0,COVID Period
1725,2017,D14,Crimes Against the Person,Robbery,2,0,2014-2019
1726,2015,D33,Crimes Against Property,Break & Enter,2,0,2014-2019
1727,2017,D42,Crimes Against Property,Break & Enter,1,0,2014-2019
1728,2020,D33,Crimes Against Property,Theft,2,0,COVID Period
1729,2016,D12,Crimes Against Property,Break & Enter,2,0,2014-2019
1730,2018,D23,Crimes Against Property,Break & Enter,13,0,2014-2019
1731,2019,D52,Crimes Against Property,Theft,2,0,2014-2019
1732,2019,D32,Crimes Against the Person,Robbery,1,0,2014-2019
1733,2020,D55,Crimes Against Property,Theft,3,0,COVID Period
1734,2019,D32,Crimes Against Property,Break & Enter,2,0,2014-2019
1735,2016,D32,Crimes Against Property,Break & Enter,3,0,2014-2019
1736,2023,D14,Crimes Against the Person,Robbery,3,0,After COVID
1737,2019,D55,Crimes Against Property,Theft,1,0,2014-2019
1738,2016,D51,Crimes Against Property,Break & Enter,3,0,2014-2019
1739,2017,D23,Crimes Against Property,Fraud,1,0,2014-2019
1740,2017,D12,Crimes Against Property,Theft,1,0,2014-2019
1741,2019,D52,Crimes Against Property,Break & Enter,5,0,2014-2019
1742,2016,D31,Crimes Against Property,Break & Enter,3,0,2014-2019
1743,2014,D12,Crimes Against the Person,Sexual Violation,1,0,2014-2019
1744,2017,D42,Crimes Against Property,Theft,7,0,2014-2019
1746,2023,D55,Crimes Against Property,Theft,3,0,After COVID
1747,2019,D23,Crimes Against Property,Theft,4,0,2014-2019
1748,2022,D32,Crimes Against Property,Break & Enter,1,0,COVID Period
1749,2018,D41,Crimes Against Property,Break & Enter,3,0,2014-2019
1750,2020,D33,Crimes Against Property,Theft,6,0,COVID Period
1751,2020,D13,Crimes Against Property,Break & Enter,2,0,COVID Period
1752,2018,D14,Crimes Against Property,Break & Enter,2,0,2014-2019
1753,2022,D22,Crimes Against Property,Theft,4,0,COVID Period
1754,2023,D22,Crimes Against Property,Break & Enter,3,0,After COVID
1755,2016,D32,Crimes Against the Person,Robbery,7,0,2014-2019
1756,2020,D33,Crimes Against Property,Break & Enter,8,0,COVID Period
1757,2022,D43,Crimes Against Property,Break & Enter,1,0,COVID Period
1758,2017,D33,Crimes Against Property,Theft,18,0,2014-2019
1759,2023,D55,Crimes Against Property,Other,3,0,After COVID
1760,2016,D23,Crimes Against the Person,Assault,1,0,2014-2019
1761,2023,D33,Crimes Against Property,Break & Enter,1,0,After COVID
1762,2022,D42,Crimes Against Property,Theft,80,0,COVID Period
1763,2020,D31,Crimes Against Property,Theft,34,0,COVID Period
1765,2019,D23,Crimes Against Property,Break & Enter,9,0,2014-2019
1767,2022,D41,Crimes Against Property,Fraud,24,0,COVID Period
1768,2015,D43,Crimes Against Property,Theft,1,0,2014-2019
1769,2017,D31,Crimes Against Property,Break & Enter,5,0,2014-2019
1771,2020,D55,Crimes Against Property,Break & Enter,3,0,COVID Period
1772,2016,D11,Crimes Against the Person,Assault,1,0,2014-2019
1773,2018,D53,Crimes Against Property,Theft,31,0,2014-2019
1774,2021,D42,Crimes Against Property,Break & Enter,5,0,COVID Period
1775,2017,D14,Crimes Against Property,Break & Enter,2,0,2014-2019
1777,2015,D31,Crimes Against Property,Theft,34,0,2014-2019
1778,2016,D52,Crimes Against the Person,Robbery,4,0,2014-2019
1779,2022,D12,Crimes Against Property,Break & Enter,4,0,COVID Period
1780,2023,D32,Crimes Against Property,Break & Enter,4,0,After COVID
1781,2014,D43,Crimes Against Property,Theft,1,0,2014-2019
1782,2019,D22,Crimes Against Property,Break & Enter,1,0,2014-2019
1783,2015,D33,Crimes Against Property,Fraud,2,0,2014-2019
1784,2019,D52,Crimes Against Property,Theft,2,0,2014-2019
1785,2023,D23,Crimes Against the Person,Sexual Violation,2,0,After COVID
1786,2023,D33,Crimes Against Property,Break & Enter,10,0,After COVID
1788,2014,D55,Crimes Against Property,Fraud,1,0,2014-2019
1789,2021,D51,Crimes Against Property,Fraud,5,0,COVID Period
1790,2019,D33,Crimes Against Property,Break & Enter,1,0,2014-2019
1791,2016,D13,Crimes Against Property,Break & Enter,2,0,2014-2019
1792,2018,D22,Crimes Against the Person,Robbery,2,0,2014-2019
1793,2018,D13,Crimes Against Property,Theft,39,0,2014-2019
1795,2015,D33,Crimes Against Property,Theft,17,0,2014-2019
1796,2022,D32,Crimes Against Property,Break & Enter,22,0,COVID Period
1797,2021,D41,Crimes Against Property,Break & Enter,3,0,COVID Period
1798,2022,D55,Crimes Against Property,Theft,2,0,COVID Period
1799,2018,D12,Crimes Against the Person,Robbery,4,0,2014-2019
1801,2023,D33,Crimes Against Property,Break & Enter,2,0,After COVID
1802,2018,D55,Crimes Against Property,Theft,1,0,2014-2019
1803,2017,D22,Crimes Against the Person,Robbery,1,0,2014-2019
1804,2022,D33,Crimes Against Property,Break & Enter,13,0,COVID Period
1805,2021,D33,Crimes Against Property,Break & Enter,1,0,COVID Period
1806,2014,D13,Crimes Against Property,Other,1,0,2014-2019
1808,2015,D23,Crimes Against Property,Theft,1,0,2014-2019
1809,2016,D51,Crimes Against Property,Break & Enter,1,0,2014-2019
1810,2023,D33,Crimes Against Property,Break & Enter,7,0,After COVID
1811,2014,D42,Crimes Against the Person,Robbery,1,0,2014-2019
1812,2023,D32,Crimes Against Property,Break & Enter,13,0,After COVID
1813,2014,D23,Crimes Against Property,Break & Enter,1,0,2014-2019
1814,2015,D23,Crimes Against Property,Break & Enter,3,0,2014-2019
1815,2021,D53,Crimes Against Property,Theft,21,0,COVID Period
1816,2021,D42,Crimes Against Property,Break & Enter,1,0,COVID Period
1817,2022,D32,Crimes Against Property,Theft,174,0,COVID Period
1818,2019,D31,Crimes Against the Person,Robbery,4,0,2014-2019
1819,2017,D51,Crimes Against Property,Break & Enter,3,0,2014-2019
1820,2019,D43,Crimes Against Property,Break & Enter,1,0,2014-2019
1821,2021,D42,Crimes Against the Person,Attempt Murder,1,0,COVID Period
1822,2014,D33,Crimes Against Property,Fraud,1,0,2014-2019
1823,2017,D53,Crimes Against Property,Break & Enter,3,0,2014-2019
1824,2015,D51,Crimes Against Property,Theft,5,0,2014-2019
1825,2016,D33,Crimes Against Property,Other,1,0,2014-2019
1826,2014,D32,Crimes Against Property,Break & Enter,2,0,2014-2019
1827,2017,D53,Crimes Against Property,Break & Enter,2,0,2014-2019
1828,2015,D33,Crimes Against Property,Break & Enter,3,0,2014-2019
1829,2022,D32,Crimes Against Property,Break & Enter,4,0,COVID Period
1830,2022,D51,Crimes Against Property,Break & Enter,1,0,COVID Period
1831,2016,D32,Crimes Against Property,Break & Enter,4,0,2014-2019
1832,2019,D32,Crimes Against Property,Break & Enter,3,0,2014-2019
1833,2023,D51,Crimes Against Property,Break & Enter,2,0,After COVID
1834,2019,D12,Crimes Against Property,Theft,2,0,2014-2019
1835,2020,D32,Crimes Against Property,Break & Enter,3,0,COVID Period
1836,2014,D22,Crimes Against the Person,Sexual Violation,1,0,2014-2019
1838,2014,D33,Crimes Against Property,Theft,2,0,2014-2019
1839,2021,D12,Crimes Against Property,Break & Enter,2,0,COVID Period
1840,2022,D33,Crimes Against Property,Theft,5,0,COVID Period
1842,2021,D32,Crimes Against Property,Break & Enter,2,0,COVID Period
1843,2015,D41,Crimes Against Property,Fraud,1,0,2014-2019
1844,2022,D32,Crimes Against the Person,Assault,1,0,COVID Period
1845,2020,D23,Crimes Against Property,Break & Enter,2,0,COVID Period
1846,2022,D53,Crimes Against Property,Break & Enter,7,0,COVID Period
1847,2019,D51,Crimes Against Property,Break & Enter,1,0,2014-2019
1848,2020,D55,Crimes Against Property,Theft,14,0,COVID Period
1849,2019,D31,Crimes Against Property,Other,5,0,2014-2019
1850,2016,D43,Crimes Against Property,Theft,1,0,2014-2019
1852,2023,D53,Crimes Against Property,Break & Enter,8,0,After COVID
1853,2019,D33,Crimes Against Property,Break & Enter,23,0,2014-2019
1854,2015,D32,Crimes Against Property,Theft,13,0,2014-2019
1855,2021,D52,Crimes Against Property,Theft,1,0,COVID Period
1856,2020,D55,Crimes Against Property,Break & Enter,5,0,COVID Period
1857,2022,D33,Crimes Against Property,Other,1,0,COVID Period
1858,2018,D31,Crimes Against Property,Theft,8,0,2014-2019
1859,2019,D11,Crimes Against Property,Theft,1,0,2014-2019
1860,2015,D22,Crimes Against Property,Theft,1,0,2014-2019
1861,2023,D14,Crimes Against Property,Theft,1,0,After COVID
1863,2021,D33,Crimes Against Property,Theft,1,0,COVID Period
1864,2022,D32,Crimes Against Property,Break & Enter,3,0,COVID Period
1865,2021,D32,Crimes Against Property,Break & Enter,2,0,COVID Period
1867,2017,D51,Crimes Against Property,Theft,7,0,2014-2019
1868,2021,D33,Crimes Against Property,Break & Enter,13,0,COVID Period
1869,2014,D33,Crimes Against Property,Break & Enter,1,0,2014-2019
1870,2022,D22,Crimes Against Property,Theft,8,0,COVID Period
1871,2023,D53,Crimes Against Property,Other,1,0,After COVID
1872,2017,D51,Crimes Against Property,Theft,8,0,2014-2019
1873,2014,D32,Crimes Against Property,Break & Enter,1,0,2014-2019
1874,2016,D23,Crimes Against Property,Theft,3,0,2014-2019
1875,2022,D53,Crimes Against Property,Fraud,2,0,COVID Period
1876,2014,D32,Crimes Against Property,Theft,23,0,2014-2019
1877,2020,D14,Crimes Against the Person,Sexual Violation,3,0,COVID Period
1878,2015,D51,Crimes Against Property,Theft,10,0,2014-2019
1879,2021,D14,Crimes Against Property,Theft,1,0,COVID Period
1880,2015,D55,Crimes Against Property,Break & Enter,1,0,2014-2019
1882,2022,D33,Crimes Against Property,Break & Enter,2,0,COVID Period
1884,2017,D22,Crimes Against the Person,Sexual Violation,1,0,2014-2019
1886,2016,D52,Crimes Against Property,Theft,1,0,2014-2019
1887,2014,D55,Crimes Against Property,Theft,3,0,2014-2019
1888,2014,D33,Crimes Against Property,Break & Enter,6,0,2014-2019
1889,2023,D41,Crimes Against the Person,Other,3,0,After COVID
1890,2020,D33,Crimes Against Property,Break & Enter,12,0,COVID Period
1891,2018,D32,Crimes Against Property,Theft,3,0,2014-2019
1892,2017,D22,Crimes Against the Person,Robbery,5,0,2014-2019
1893,2017,D52,Crimes Against Property,Other,1,0,2014-2019
1895,2017,D42,Crimes Against Property,Break & Enter,4,0,2014-2019
1896,2023,D32,Crimes Against Property,Break & Enter,6,0,After COVID
1897,2014,D32,Crimes Against Property,Theft,70,0,2014-2019
1898,2023,D32,Crimes Against Property,Theft,2,0,After COVID
1899,2023,D53,Crimes Against the Person,Robbery,1,0,After COVID
1900,2016,D12,Crimes Against the Person,Robbery,3,0,2014-2019
1901,2021,D11,Crimes Against Property,Fraud,4,0,COVID Period
1902,2019,D55,Crimes Against Property,Theft,1,0,2014-2019
